epoch,step,min,max,mean,std
1,1000,-0.743884801864624,-0.743884801864624,-0.743884801864624,0.0
2,2000,-0.7091445326805115,-0.7091445326805115,-0.7091445326805115,0.0
3,3000,-0.9787416458129883,-0.9787416458129883,-0.9787416458129883,0.0
4,4000,-1.112544059753418,-1.112544059753418,-1.112544059753418,0.0
5,5000,-1.174752950668335,-1.174752950668335,-1.174752950668335,0.0
6,6000,-1.1463617086410522,-1.1463617086410522,-1.1463617086410522,0.0
7,7000,-1.129892110824585,-1.129892110824585,-1.129892110824585,0.0
8,8000,-0.8884249329566956,-0.8884249329566956,-0.8884249329566956,0.0
9,9000,-0.3997257351875305,-0.3997257351875305,-0.3997257351875305,0.0
10,10000,-0.9174295663833618,-0.9174295663833618,-0.9174295663833618,0.0
