epoch,step,min,max,mean,std
1,1000,-0.06597724556922913,0.0579560212790966,0.008813952095806599,0.04588976129889488
2,2000,-0.056917861104011536,0.11201269924640656,0.04820243641734123,0.06403492391109467
3,3000,-0.1033410131931305,0.07270663231611252,0.001989932730793953,0.07225074619054794
4,4000,-0.06206696107983589,0.021567722782492638,-0.030009707435965538,0.03221294283866882
5,5000,-0.04119601845741272,0.005345131270587444,-0.010076752863824368,0.018876638263463974
6,6000,-0.027957219630479813,-0.023240866139531136,-0.025690041482448578,0.0018408558098599315
7,7000,0.005903282202780247,0.1287267506122589,0.04740585759282112,0.0482855923473835
8,8000,-0.021735653281211853,0.10012630373239517,0.03335283696651459,0.04391266778111458
9,9000,-0.011033087968826294,0.05116358399391174,0.023856215178966522,0.025967376306653023
10,10000,-0.08251229673624039,-0.003914117347449064,-0.028466885909438133,0.03186342492699623
11,11000,-0.06076757609844208,0.10701298713684082,0.008635998703539371,0.06721831858158112
12,12000,0.005915404763072729,0.08638188242912292,0.03245489299297333,0.03161073848605156
13,13000,-0.03263142704963684,0.04232519492506981,-0.0061759939417243,0.02916192077100277
14,14000,-0.08142464607954025,0.0038146378938108683,-0.039663203060626984,0.03073831833899021
15,15000,-0.04446917772293091,0.012637116014957428,-0.02105395495891571,0.020871926099061966
