epoch,step,min,max,mean,std
1,1000,-9629.7001953125,-9629.7001953125,-9629.7001953125,0.0
2,2000,-20982.724609375,-20982.724609375,-20982.724609375,0.0
3,3000,-31864.982421875,-31864.982421875,-31864.982421875,0.0
4,4000,-42162.94921875,-42162.94921875,-42162.94921875,0.0
5,5000,-52001.40625,-52001.40625,-52001.40625,0.0
6,6000,-61527.40234375,-61527.40234375,-61527.40234375,0.0
7,7000,-70937.2890625,-70937.2890625,-70937.2890625,0.0
8,8000,-80257.3203125,-80257.3203125,-80257.3203125,0.0
9,9000,-89522.390625,-89522.390625,-89522.390625,0.0
10,10000,-98746.96875,-98746.96875,-98746.96875,0.0
