epoch,step,min,max,mean,std
1,1000,-0.14181524515151978,-0.03975851833820343,-0.08194229006767273,0.0384984165430069
2,2000,-0.14596623182296753,0.047921326011419296,-0.02552666887640953,0.0747743770480156
3,3000,-0.14048995077610016,-0.034052640199661255,-0.08999700844287872,0.0382736399769783
4,4000,-0.19298741221427917,0.0879189744591713,-0.03850200027227402,0.11022230982780457
5,5000,-0.0561298131942749,0.07667343318462372,0.008055523969233036,0.05487598478794098
6,6000,-0.03190603107213974,0.12429817765951157,0.02939021773636341,0.05785093829035759
7,7000,-0.12520307302474976,0.04967692121863365,-0.01498393714427948,0.06785964965820312
8,8000,-0.1350785493850708,0.15643876791000366,0.005121069028973579,0.10771011561155319
9,9000,-0.025036096572875977,0.08428211510181427,0.019337428733706474,0.0415133461356163
10,10000,-0.10172801464796066,0.01551184244453907,-0.04059643670916557,0.047350067645311356
