epoch,step,min,max,mean,std
1,1000,-5.53616189956665,-5.53616189956665,-5.53616189956665,0.0
2,2000,-5.081761360168457,-5.081761360168457,-5.081761360168457,0.0
3,3000,-4.693962097167969,-4.693962097167969,-4.693962097167969,0.0
4,4000,-4.365747451782227,-4.365747451782227,-4.365747451782227,0.0
5,5000,-4.046128273010254,-4.046128273010254,-4.046128273010254,0.0
6,6000,-3.7632882595062256,-3.7632882595062256,-3.7632882595062256,0.0
7,7000,-3.4081408977508545,-3.4081408977508545,-3.4081408977508545,0.0
8,8000,-3.1431660652160645,-3.1431660652160645,-3.1431660652160645,0.0
9,9000,-2.88826322555542,-2.88826322555542,-2.88826322555542,0.0
10,10000,-2.6258020401000977,-2.6258020401000977,-2.6258020401000977,0.0
