epoch,step,min,max,mean,std
1,1000,-0.5389270186424255,-0.5389270186424255,-0.5389270186424255,0.0
2,2000,-0.5508065223693848,-0.5508065223693848,-0.5508065223693848,0.0
3,3000,-0.5013641715049744,-0.5013641715049744,-0.5013641715049744,0.0
4,4000,-0.23391062021255493,-0.23391062021255493,-0.23391062021255493,0.0
5,5000,-0.3634592294692993,-0.3634592294692993,-0.3634592294692993,0.0
6,6000,-0.14535579085350037,-0.14535579085350037,-0.14535579085350037,0.0
7,7000,-0.20492759346961975,-0.20492759346961975,-0.20492759346961975,0.0
8,8000,-0.254686564207077,-0.254686564207077,-0.254686564207077,0.0
9,9000,-0.22555458545684814,-0.22555458545684814,-0.22555458545684814,0.0
10,10000,-0.49989399313926697,-0.49989399313926697,-0.49989399313926697,0.0
