epoch,step,min,max,mean,std
1,1000,-0.01387650053948164,0.011995668523013592,-0.00011156409891555086,0.003936882130801678
2,2000,-0.016726505011320114,0.0096557242795825,0.00015732568863313645,0.003979756496846676
3,3000,-0.028748173266649246,0.016614921391010284,-0.0007499323110096157,0.00629497691988945
4,4000,-0.02102908305823803,0.030887028202414513,0.0006965929642319679,0.006315935868769884
5,5000,-0.022537175565958023,0.0367124117910862,0.0015178658068180084,0.007378158625215292
6,6000,-0.03405128791928291,0.014103996567428112,-0.0008132410584948957,0.006167850457131863
7,7000,-0.016933389008045197,0.056036047637462616,0.0024382686242461205,0.00926775299012661
8,8000,-0.13266414403915405,0.04435358941555023,-0.0038503834512084723,0.020099345594644547
9,9000,-0.014546769671142101,0.03402816504240036,0.001667172648012638,0.006336243823170662
10,10000,-0.020471330732107162,0.04834410175681114,0.001290308777242899,0.007428666576743126
