epoch,step,min,max,mean,std
1,1000,-0.26802849769592285,0.23563574254512787,0.00023317323939409107,0.026635095477104187
2,2000,-0.21545858681201935,0.19545912742614746,-0.000762973097153008,0.026719441637396812
3,3000,-0.18918770551681519,0.2218376249074936,0.0017288136295974255,0.024730399250984192
4,4000,-0.24119910597801208,0.18524470925331116,-0.0011402720119804144,0.02319946698844433
5,5000,-0.08323848992586136,0.1252892166376114,0.0011236262507736683,0.013166544027626514
6,6000,-0.18794092535972595,0.1723479926586151,-0.0008180924924090505,0.020637942478060722
7,7000,-0.15741413831710815,0.1403060406446457,-0.0018634344451129436,0.014735854230821133
8,8000,-0.03804823011159897,0.0571146160364151,0.0006582168280147016,0.00648000231012702
9,9000,-0.11778109520673752,0.1875501126050949,0.0021418784745037556,0.014545469544827938
10,10000,-0.053556572645902634,0.05817549303174019,0.00029676087433472276,0.006200874224305153
11,11000,-0.12812234461307526,0.08561274409294128,-0.0009610475972294807,0.010252616368234158
12,12000,-0.0812225267291069,0.04667728394269943,-0.0003666470875032246,0.006074803881347179
13,13000,-0.04885900765657425,0.11381373554468155,0.0007464328082278371,0.0074028028175234795
14,14000,-0.05261203646659851,0.054115694016218185,0.0002492580097168684,0.004831818398088217
15,15000,-0.060273703187704086,0.17751342058181763,0.001555372728034854,0.011007694527506828
