epoch,step,min,max,mean,std
1,1000,-0.006247525103390217,0.005718992557376623,2.2657332010567188e-08,0.0019676622468978167
2,2000,-0.005662820767611265,0.0033208744134753942,-0.00020789296831935644,0.001545947976410389
3,3000,-0.0031995167955756187,0.004840770736336708,-5.679357855115086e-06,0.001127685303799808
4,4000,-0.004218291956931353,0.005639480426907539,5.3648116590920836e-05,0.0014883715193718672
5,5000,-0.003104950999841094,0.003751439042389393,7.921727956272662e-06,0.001087899086996913
6,6000,-0.0039902604185044765,0.006731347180902958,-6.296072388067842e-05,0.0014233917463570833
7,7000,-0.004886389710009098,0.0042105307802557945,-4.9410966312279925e-05,0.0016140852821990848
8,8000,-0.006304455921053886,0.006672337651252747,0.00010124538675881922,0.0021125730127096176
9,9000,-0.004560503643006086,0.004729175474494696,-5.1291772251715884e-05,0.00157074723392725
10,10000,-0.00871879793703556,0.01339505985379219,0.0002136085240636021,0.002721806988120079
11,11000,-0.003843941492959857,0.003744961926713586,0.00017316490993835032,0.0012649381533265114
12,12000,-0.004948913119733334,0.0045835236087441444,-5.333252192940563e-05,0.0015504007460549474
13,13000,-0.00844649039208889,0.005721627734601498,0.00014743130304850638,0.0023111216723918915
14,14000,-0.0025310306809842587,0.0022515554446727037,-6.361432315316051e-05,0.0009000197751447558
