epoch,step,min,max,mean,std
1,1000,-10049.966796875,-10049.966796875,-10049.966796875,0.0
2,2000,-20580.49609375,-20580.49609375,-20580.49609375,0.0
3,3000,-31065.58203125,-31065.58203125,-31065.58203125,0.0
4,4000,-41532.8515625,-41532.8515625,-41532.8515625,0.0
5,5000,-51973.83203125,-51973.83203125,-51973.83203125,0.0
6,6000,-62390.16015625,-62390.16015625,-62390.16015625,0.0
7,7000,-72772.7265625,-72772.7265625,-72772.7265625,0.0
8,8000,-83119.1171875,-83119.1171875,-83119.1171875,0.0
9,9000,-93417.1171875,-93417.1171875,-93417.1171875,0.0
10,10000,-103660.015625,-103660.015625,-103660.015625,0.0
11,11000,-113842.546875,-113842.546875,-113842.546875,0.0
12,12000,-123970.3046875,-123970.3046875,-123970.3046875,0.0
13,13000,-134028.859375,-134028.859375,-134028.859375,0.0
14,14000,-144034.734375,-144034.734375,-144034.734375,0.0
15,15000,-153997.578125,-153997.578125,-153997.578125,0.0
