epoch,step,min,max,mean,std
1,1000,-34.72350311279297,-34.72350311279297,-34.72350311279297,0.0
2,2000,-35.9271240234375,-35.9271240234375,-35.9271240234375,0.0
3,3000,-32.10613250732422,-32.10613250732422,-32.10613250732422,0.0
4,4000,-27.640958786010742,-27.640958786010742,-27.640958786010742,0.0
5,5000,-26.90650749206543,-26.90650749206543,-26.90650749206543,0.0
6,6000,-23.99326515197754,-23.99326515197754,-23.99326515197754,0.0
7,7000,-22.58644676208496,-22.58644676208496,-22.58644676208496,0.0
8,8000,-19.813692092895508,-19.813692092895508,-19.813692092895508,0.0
9,9000,-18.32508659362793,-18.32508659362793,-18.32508659362793,0.0
10,10000,-16.87745475769043,-16.87745475769043,-16.87745475769043,0.0
11,11000,-16.25545310974121,-16.25545310974121,-16.25545310974121,0.0
12,12000,-13.082769393920898,-13.082769393920898,-13.082769393920898,0.0
13,13000,-12.186458587646484,-12.186458587646484,-12.186458587646484,0.0
14,14000,-11.733595848083496,-11.733595848083496,-11.733595848083496,0.0
15,15000,-9.960838317871094,-9.960838317871094,-9.960838317871094,0.0
