epoch,step,min,max,mean,std
1,1000,-0.4776952266693115,-0.4776952266693115,-0.4776952266693115,0.0
2,2000,-0.38440123200416565,-0.38440123200416565,-0.38440123200416565,0.0
3,3000,-0.4843873381614685,-0.4843873381614685,-0.4843873381614685,0.0
4,4000,-0.9134873151779175,-0.9134873151779175,-0.9134873151779175,0.0
5,5000,-0.5912160277366638,-0.5912160277366638,-0.5912160277366638,0.0
6,6000,-0.7487691044807434,-0.7487691044807434,-0.7487691044807434,0.0
7,7000,-0.4182615578174591,-0.4182615578174591,-0.4182615578174591,0.0
8,8000,-0.25291016697883606,-0.25291016697883606,-0.25291016697883606,0.0
9,9000,-0.3284125030040741,-0.3284125030040741,-0.3284125030040741,0.0
10,10000,-0.4237132668495178,-0.4237132668495178,-0.4237132668495178,0.0
