epoch,step,min,max,mean,std
1,1000,-0.21302028000354767,0.23217765986919403,0.00334528973326087,0.030146263539791107
2,2000,-0.26429158449172974,0.42911985516548157,0.011315383017063141,0.04807685688138008
3,3000,-0.7015796899795532,1.086241602897644,0.019783755764365196,0.10394347459077835
4,4000,-0.49369847774505615,0.8847476243972778,0.018849404528737068,0.08438797295093536
5,5000,-0.5324190258979797,0.9522537589073181,0.02269725129008293,0.09333276003599167
6,6000,-0.35247206687927246,0.7222501039505005,0.0215015709400177,0.0806221216917038
7,7000,-0.6645150184631348,1.1036545038223267,0.02230738289654255,0.11459517478942871
8,8000,-0.8141341209411621,1.159641146659851,0.023120740428566933,0.13027407228946686
9,9000,-0.6624188423156738,1.1055253744125366,0.027676651254296303,0.1273331642150879
10,10000,-0.585456132888794,1.0202547311782837,0.02569643408060074,0.09852564334869385
11,11000,-0.8067135214805603,1.5775419473648071,0.04079057276248932,0.15806449949741364
12,12000,-0.97784024477005,1.964242935180664,0.03363581746816635,0.16525141894817352
13,13000,-1.3906232118606567,1.5857305526733398,0.035832226276397705,0.16917134821414948
14,14000,-0.6219649910926819,1.3481262922286987,0.02716727741062641,0.1301155388355255
15,15000,-0.8634742498397827,2.0338828563690186,0.03281610086560249,0.15507088601589203
