epoch,step,min,max,mean,std
1,1000,-0.1318441480398178,0.12032419443130493,-0.0007773454999551177,0.014568435028195381
2,2000,-0.17586973309516907,0.3044435381889343,0.008134230971336365,0.0398002527654171
3,3000,-0.30883729457855225,0.3580125570297241,0.006036893464624882,0.04872426018118858
4,4000,-0.4041500687599182,0.48226675391197205,0.009554669260978699,0.04875544458627701
5,5000,-0.48049575090408325,0.4678674638271332,0.008572178892791271,0.07021830230951309
6,6000,-0.32077866792678833,0.6383092403411865,0.01219830010086298,0.06990751624107361
7,7000,-0.22716091573238373,0.2795611321926117,0.004317768849432468,0.03417391702532768
8,8000,-0.6704403162002563,0.704845666885376,0.01196715421974659,0.0960320383310318
9,9000,-0.624046266078949,0.6546691656112671,0.009324164129793644,0.075177401304245
10,10000,-0.8766084909439087,0.9535811543464661,0.017305316403508186,0.0970299169421196
11,11000,-0.5602717995643616,0.6833943128585815,0.010513436049222946,0.05873367190361023
12,12000,-0.8181240558624268,0.8142602443695068,0.011728131212294102,0.10940958559513092
13,13000,-1.3628352880477905,1.2340524196624756,0.01395322009921074,0.16158610582351685
14,14000,-0.8204783201217651,0.7860011458396912,0.007783224806189537,0.09708693623542786
15,15000,-0.9873787760734558,0.8533133864402771,0.014581087045371532,0.08914874494075775
