epoch,step,min,max,mean,std
1,1000,-0.002463118638843298,0.0010992721654474735,-5.0553189794300124e-05,0.00048563024029135704
2,2000,-0.004179099574685097,0.001943544833920896,-1.5216864994727075e-06,0.0005121431313455105
3,3000,-0.0027915388345718384,0.0033547047059983015,4.870637349085882e-05,0.0004773085529450327
4,4000,-0.0008328664116561413,0.0016904863296076655,1.9254435756010935e-05,0.00032290813396684825
5,5000,-0.001859108917415142,0.0006658155471086502,-3.422681402298622e-05,0.0002894463250413537
6,6000,-0.0006725090788677335,0.0023563450668007135,5.402854367275722e-05,0.00032105803256854415
7,7000,-0.0021158703602850437,0.002470088191330433,-4.548706783680245e-05,0.0004738089337479323
8,8000,-0.0016594046028330922,0.0007086411351338029,1.232224349223543e-05,0.00022924659424461424
9,9000,-0.0012430211063474417,0.0011636633425951004,1.580004936840851e-05,0.00028253241907805204
10,10000,-0.0007114469190128148,0.0005364955868571997,-3.252309852541657e-06,0.00017472276522312313
