epoch,step,min,max,mean,std
1,1000,-40.07741165161133,-40.07741165161133,-40.07741165161133,0.0
2,2000,-40.13370895385742,-40.13370895385742,-40.13370895385742,0.0
3,3000,-36.762596130371094,-36.762596130371094,-36.762596130371094,0.0
4,4000,-33.10285568237305,-33.10285568237305,-33.10285568237305,0.0
5,5000,-31.10965919494629,-31.10965919494629,-31.10965919494629,0.0
6,6000,-28.046342849731445,-28.046342849731445,-28.046342849731445,0.0
7,7000,-25.765819549560547,-25.765819549560547,-25.765819549560547,0.0
8,8000,-22.87208366394043,-22.87208366394043,-22.87208366394043,0.0
9,9000,-21.6380558013916,-21.6380558013916,-21.6380558013916,0.0
10,10000,-19.21495819091797,-19.21495819091797,-19.21495819091797,0.0
11,11000,-18.247522354125977,-18.247522354125977,-18.247522354125977,0.0
12,12000,-16.310401916503906,-16.310401916503906,-16.310401916503906,0.0
13,13000,-14.482297897338867,-14.482297897338867,-14.482297897338867,0.0
14,14000,-13.579513549804688,-13.579513549804688,-13.579513549804688,0.0
15,15000,-11.922874450683594,-11.922874450683594,-11.922874450683594,0.0
