epoch,step,min,max,mean,std
1,1000,9.32768440246582,9.32768440246582,9.32768440246582,0.0
2,2000,5.276124954223633,5.276124954223633,5.276124954223633,0.0
3,3000,3.2342777252197266,3.2342777252197266,3.2342777252197266,0.0
4,4000,2.0716400146484375,2.0716400146484375,2.0716400146484375,0.0
5,5000,1.3661952018737793,1.3661952018737793,1.3661952018737793,0.0
6,6000,0.9242168664932251,0.9242168664932251,0.9242168664932251,0.0
7,7000,0.6386629939079285,0.6386629939079285,0.6386629939079285,0.0
8,8000,0.44914400577545166,0.44914400577545166,0.44914400577545166,0.0
9,9000,0.32127541303634644,0.32127541303634644,0.32127541303634644,0.0
10,10000,0.23476335406303406,0.23476335406303406,0.23476335406303406,0.0
