epoch,step,min,max,mean,std
1,1000,8.667048454284668,8.667048454284668,8.667048454284668,0.0
2,2000,7.204249382019043,7.204249382019043,7.204249382019043,0.0
3,3000,6.1477556228637695,6.1477556228637695,6.1477556228637695,0.0
4,4000,5.308736324310303,5.308736324310303,5.308736324310303,0.0
5,5000,4.610668659210205,4.610668659210205,4.610668659210205,0.0
6,6000,4.011903285980225,4.011903285980225,4.011903285980225,0.0
7,7000,3.4947891235351562,3.4947891235351562,3.4947891235351562,0.0
8,8000,3.0443432331085205,3.0443432331085205,3.0443432331085205,0.0
9,9000,2.650740623474121,2.650740623474121,2.650740623474121,0.0
10,10000,2.306955575942993,2.306955575942993,2.306955575942993,0.0
