epoch,step,min,max,mean,std
1,1000,-7.959339141845703,-7.959339141845703,-7.959339141845703,0.0
2,2000,-7.376989841461182,-7.376989841461182,-7.376989841461182,0.0
3,3000,-6.742605209350586,-6.742605209350586,-6.742605209350586,0.0
4,4000,-6.173299312591553,-6.173299312591553,-6.173299312591553,0.0
5,5000,-5.763577938079834,-5.763577938079834,-5.763577938079834,0.0
6,6000,-5.192880153656006,-5.192880153656006,-5.192880153656006,0.0
7,7000,-4.762457847595215,-4.762457847595215,-4.762457847595215,0.0
8,8000,-4.349617958068848,-4.349617958068848,-4.349617958068848,0.0
9,9000,-3.943917989730835,-3.943917989730835,-3.943917989730835,0.0
10,10000,-3.6211116313934326,-3.6211116313934326,-3.6211116313934326,0.0
11,11000,-3.3131277561187744,-3.3131277561187744,-3.3131277561187744,0.0
12,12000,-3.022050380706787,-3.022050380706787,-3.022050380706787,0.0
13,13000,-2.758922815322876,-2.758922815322876,-2.758922815322876,0.0
14,14000,-2.519944429397583,-2.519944429397583,-2.519944429397583,0.0
15,15000,-2.292203187942505,-2.292203187942505,-2.292203187942505,0.0
