epoch,step,min,max,mean,std
1,1000,-0.08973139524459839,-0.0007957768393680453,-0.04179796203970909,0.03404315933585167
2,2000,-0.020918818190693855,0.0881064385175705,0.026608385145664215,0.04190082475543022
3,3000,-0.044805239886045456,0.07918082922697067,0.015620797872543335,0.043887779116630554
4,4000,-0.06789838522672653,0.16445490717887878,0.009279136545956135,0.0912930890917778
5,5000,-0.11421151459217072,0.09779001027345657,-0.0010056812316179276,0.07531893253326416
6,6000,-0.01375144999474287,-0.00332807470113039,-0.006862378679215908,0.004247944336384535
7,7000,-0.015891943126916885,0.014660594053566456,0.0015573555137962103,0.012006142176687717
8,8000,-0.05893827974796295,0.148201122879982,0.039016999304294586,0.0772322490811348
9,9000,-0.05803743004798889,0.030765922740101814,-0.013870997354388237,0.04048570990562439
10,10000,-0.049401961266994476,0.053435489535331726,-0.00042505376040935516,0.038172993808984756
11,11000,-0.13667793571949005,0.06926297396421432,-0.03131084144115448,0.08727660775184631
12,12000,-0.045155175030231476,0.10764461010694504,0.026137521490454674,0.058220621198415756
13,13000,-0.03049311600625515,0.009023085236549377,-0.012111092917621136,0.014821445569396019
14,14000,-0.005001007579267025,0.042487937957048416,0.027453891932964325,0.019021177664399147
15,15000,-0.062270209193229675,0.09996669739484787,-0.008152147755026817,0.06446003168821335
