epoch,step,min,max,mean,std
1,1000,-0.49596235156059265,0.841325044631958,0.027806706726551056,0.14841757714748383
2,2000,-0.4955061674118042,0.31203579902648926,-0.032915834337472916,0.08571036159992218
3,3000,-0.44731953740119934,0.2689276337623596,-0.03041423298418522,0.07613939791917801
4,4000,-0.41268181800842285,0.41674166917800903,0.0074684577994048595,0.08221355080604553
5,5000,-0.4371187090873718,0.5823081135749817,0.029625291004776955,0.1317313313484192
6,6000,-0.6170644164085388,0.5241363048553467,-0.023457886651158333,0.10523886978626251
7,7000,-0.3344419598579407,0.7120503187179565,0.047659724950790405,0.11531641334295273
8,8000,-0.5113652348518372,0.39284566044807434,0.0008179247379302979,0.10059070587158203
9,9000,-0.52132648229599,0.30679479241371155,-0.060883600264787674,0.09971673041582108
10,10000,-0.44902604818344116,0.20965462923049927,-0.028472207486629486,0.07346630841493607
11,11000,-0.6646261811256409,0.16225039958953857,-0.07795817404985428,0.10170579701662064
12,12000,-0.46805331110954285,0.342928022146225,0.0009197043254971504,0.078835129737854
13,13000,-0.29477614164352417,0.35295501351356506,-0.007655060384422541,0.0785924568772316
14,14000,-0.3388831317424774,0.46330463886260986,0.002725577913224697,0.09029442816972733
15,15000,-0.22501419484615326,0.1794356405735016,0.005200505256652832,0.046347495168447495
