epoch,step,min,max,mean,std
1,1000,-10913.5224609375,-10913.5224609375,-10913.5224609375,0.0
2,2000,-22078.09765625,-22078.09765625,-22078.09765625,0.0
3,3000,-33251.61328125,-33251.61328125,-33251.61328125,0.0
4,4000,-44440.953125,-44440.953125,-44440.953125,0.0
5,5000,-55633.25390625,-55633.25390625,-55633.25390625,0.0
6,6000,-66842.6953125,-66842.6953125,-66842.6953125,0.0
7,7000,-78067.328125,-78067.328125,-78067.328125,0.0
8,8000,-89301.4453125,-89301.4453125,-89301.4453125,0.0
9,9000,-100541.6171875,-100541.6171875,-100541.6171875,0.0
10,10000,-111794.3515625,-111794.3515625,-111794.3515625,0.0
11,11000,-123054.2421875,-123054.2421875,-123054.2421875,0.0
12,12000,-134326.0,-134326.0,-134326.0,0.0
13,13000,-145605.75,-145605.75,-145605.75,0.0
14,14000,-156892.34375,-156892.34375,-156892.34375,0.0
15,15000,-168193.671875,-168193.671875,-168193.671875,0.0
