epoch,step,min,max,mean,std
1,1000,-6435.8984375,-6435.8984375,-6435.8984375,0.0
2,2000,-13098.1865234375,-13098.1865234375,-13098.1865234375,0.0
3,3000,-19640.7421875,-19640.7421875,-19640.7421875,0.0
4,4000,-26041.693359375,-26041.693359375,-26041.693359375,0.0
5,5000,-32291.44921875,-32291.44921875,-32291.44921875,0.0
6,6000,-38423.88671875,-38423.88671875,-38423.88671875,0.0
7,7000,-44451.28125,-44451.28125,-44451.28125,0.0
8,8000,-50395.7109375,-50395.7109375,-50395.7109375,0.0
9,9000,-56278.5390625,-56278.5390625,-56278.5390625,0.0
10,10000,-62104.01171875,-62104.01171875,-62104.01171875,0.0
11,11000,-67875.671875,-67875.671875,-67875.671875,0.0
12,12000,-73607.53125,-73607.53125,-73607.53125,0.0
13,13000,-79323.2890625,-79323.2890625,-79323.2890625,0.0
14,14000,-85012.578125,-85012.578125,-85012.578125,0.0
15,15000,-90650.9375,-90650.9375,-90650.9375,0.0
