epoch,step,min,max,mean,std
1,1000,-5.171656608581543,-5.171656608581543,-5.171656608581543,0.0
2,2000,-4.911595821380615,-4.911595821380615,-4.911595821380615,0.0
3,3000,-4.591841220855713,-4.591841220855713,-4.591841220855713,0.0
4,4000,-4.206661701202393,-4.206661701202393,-4.206661701202393,0.0
5,5000,-3.900200843811035,-3.900200843811035,-3.900200843811035,0.0
6,6000,-3.5664658546447754,-3.5664658546447754,-3.5664658546447754,0.0
7,7000,-3.295097589492798,-3.295097589492798,-3.295097589492798,0.0
8,8000,-3.0327560901641846,-3.0327560901641846,-3.0327560901641846,0.0
9,9000,-2.74348521232605,-2.74348521232605,-2.74348521232605,0.0
10,10000,-2.552436113357544,-2.552436113357544,-2.552436113357544,0.0
