epoch,step,min,max,mean,std
1,1000,-0.013415955007076263,0.010590012185275555,-0.0007087149424478412,0.0039984057657420635
2,2000,-0.011860188096761703,0.007197333499789238,-0.001446286914870143,0.0026239673607051373
3,3000,-0.015919188037514687,0.008071983233094215,-0.0006655498873442411,0.0037156727630645037
4,4000,-0.013229988515377045,0.014293856918811798,0.0009967272635549307,0.0045826914720237255
5,5000,-0.016441818326711655,0.01514558494091034,0.0008939243853092194,0.00654249545186758
6,6000,-0.022067656740546227,0.024258628487586975,0.0020898859947919846,0.010251322761178017
7,7000,-0.03335990756750107,0.043091073632240295,0.0035913565661758184,0.016496773809194565
8,8000,-0.03642857074737549,0.051581792533397675,0.003517758334055543,0.01786634884774685
9,9000,-0.04512961953878403,0.05999130755662918,0.0033367439173161983,0.022529369220137596
10,10000,-0.038728389889001846,0.04372185468673706,0.0007209648028947413,0.016729336231946945
