epoch,step,min,max,mean,std
1,1000,-0.0733659416437149,0.08722665160894394,0.024576876312494278,0.06517148017883301
2,2000,-0.08174765110015869,0.22029750049114227,0.0631268247961998,0.11333141475915909
3,3000,-0.06575247645378113,0.025971483439207077,-0.01286710612475872,0.03600941598415375
4,4000,-0.06943772733211517,-0.003839869052171707,-0.04156127944588661,0.0254154521971941
5,5000,-0.05324173718690872,0.06993959099054337,0.00280976016074419,0.043937522917985916
6,6000,-0.08838154375553131,0.13024747371673584,0.013582095503807068,0.07868395000696182
7,7000,-0.06193593144416809,0.06577209383249283,-0.012640257366001606,0.04915822669863701
8,8000,-0.22553791105747223,0.02366621047258377,-0.06304239481687546,0.09674224257469177
9,9000,-0.031190434470772743,0.031884919852018356,-0.007966353558003902,0.024109821766614914
10,10000,-0.03300777077674866,0.08807650953531265,0.006757657043635845,0.049231793731451035
