epoch,step,min,max,mean,std
1,1000,-8.37197494506836,-8.37197494506836,-8.37197494506836,0.0
2,2000,-8.594881057739258,-8.594881057739258,-8.594881057739258,0.0
3,3000,-8.05380630493164,-8.05380630493164,-8.05380630493164,0.0
4,4000,-7.4614763259887695,-7.4614763259887695,-7.4614763259887695,0.0
5,5000,-6.6884074211120605,-6.6884074211120605,-6.6884074211120605,0.0
6,6000,-6.1594624519348145,-6.1594624519348145,-6.1594624519348145,0.0
7,7000,-5.61238431930542,-5.61238431930542,-5.61238431930542,0.0
8,8000,-5.0287580490112305,-5.0287580490112305,-5.0287580490112305,0.0
9,9000,-4.605198860168457,-4.605198860168457,-4.605198860168457,0.0
10,10000,-4.283229351043701,-4.283229351043701,-4.283229351043701,0.0
