epoch,step,min,max,mean,std
1,1000,-23.106334686279297,-23.106334686279297,-23.106334686279297,0.0
2,2000,-21.367950439453125,-21.367950439453125,-21.367950439453125,0.0
3,3000,-19.723873138427734,-19.723873138427734,-19.723873138427734,0.0
4,4000,-18.20447540283203,-18.20447540283203,-18.20447540283203,0.0
5,5000,-16.39552879333496,-16.39552879333496,-16.39552879333496,0.0
6,6000,-15.234601020812988,-15.234601020812988,-15.234601020812988,0.0
7,7000,-14.16366195678711,-14.16366195678711,-14.16366195678711,0.0
8,8000,-12.78226375579834,-12.78226375579834,-12.78226375579834,0.0
9,9000,-11.512574195861816,-11.512574195861816,-11.512574195861816,0.0
10,10000,-10.648676872253418,-10.648676872253418,-10.648676872253418,0.0
11,11000,-9.567961692810059,-9.567961692810059,-9.567961692810059,0.0
12,12000,-8.743687629699707,-8.743687629699707,-8.743687629699707,0.0
13,13000,-7.852693557739258,-7.852693557739258,-7.852693557739258,0.0
14,14000,-7.217445373535156,-7.217445373535156,-7.217445373535156,0.0
15,15000,-6.62268590927124,-6.62268590927124,-6.62268590927124,0.0
