epoch,step,min,max,mean,std
1,1000,-4.25972843170166,4.990458011627197,-0.04160505533218384,1.0527185201644897
2,2000,-2.2413034439086914,4.131505489349365,0.030870407819747925,0.6525195240974426
3,3000,-4.6940741539001465,5.738809108734131,0.049742236733436584,0.8861428499221802
4,4000,-3.6571247577667236,1.4069715738296509,-0.24806880950927734,0.6790067553520203
5,5000,-2.4918556213378906,1.8018878698349,-0.17260286211967468,0.4109831154346466
6,6000,-1.7401483058929443,7.534248352050781,0.45163023471832275,0.9962856769561768
7,7000,-3.2172696590423584,1.355305552482605,-0.3515664339065552,0.5600987672805786
8,8000,-0.9768826365470886,2.4669950008392334,0.13880133628845215,0.40220218896865845
9,9000,-3.0583066940307617,4.270904064178467,-0.09143774211406708,0.8383777141571045
10,10000,-2.2025108337402344,3.965981960296631,0.04073411971330643,0.5981273651123047
