epoch,step,min,max,mean,std
1,1000,-3.8379716873168945,2.697941780090332,-0.4210537075996399,1.0171818733215332
2,2000,-1.4086263179779053,1.8183597326278687,-0.023823436349630356,0.4643573760986328
3,3000,-1.2650049924850464,0.9448065757751465,-0.13012784719467163,0.3887803256511688
4,4000,-3.2950501441955566,0.44777727127075195,-0.6531497240066528,0.6645509600639343
5,5000,-3.091165542602539,0.3857012987136841,-0.6896500587463379,0.7327316999435425
6,6000,-3.4429869651794434,0.28222042322158813,-0.6666766405105591,0.6636583209037781
7,7000,-4.011255264282227,1.9224982261657715,-0.6537526845932007,1.1763834953308105
8,8000,-1.9702239036560059,0.31463027000427246,-0.41886287927627563,0.46114370226860046
9,9000,-7.924141883850098,0.3698859214782715,-1.844639778137207,1.8731704950332642
10,10000,-2.09664249420166,1.6756935119628906,-0.12317747622728348,0.7969261407852173
