epoch,step,min,max,mean,std
1,1000,-10497.787109375,-10497.787109375,-10497.787109375,0.0
2,2000,-22064.14453125,-22064.14453125,-22064.14453125,0.0
3,3000,-33612.31640625,-33612.31640625,-33612.31640625,0.0
4,4000,-45154.4765625,-45154.4765625,-45154.4765625,0.0
5,5000,-56656.203125,-56656.203125,-56656.203125,0.0
6,6000,-68117.375,-68117.375,-68117.375,0.0
7,7000,-79534.609375,-79534.609375,-79534.609375,0.0
8,8000,-90882.7109375,-90882.7109375,-90882.7109375,0.0
9,9000,-102119.609375,-102119.609375,-102119.609375,0.0
10,10000,-113272.1640625,-113272.1640625,-113272.1640625,0.0
11,11000,-124316.0546875,-124316.0546875,-124316.0546875,0.0
12,12000,-135296.171875,-135296.171875,-135296.171875,0.0
13,13000,-146173.453125,-146173.453125,-146173.453125,0.0
14,14000,-156963.1875,-156963.1875,-156963.1875,0.0
15,15000,-167691.1875,-167691.1875,-167691.1875,0.0
