epoch,step,min,max,mean,std
1,1000,-0.46762901544570923,0.6433175206184387,0.04591837525367737,0.1359662562608719
2,2000,-1.0737372636795044,0.6084961295127869,-0.007175391539931297,0.17609262466430664
3,3000,-0.9221660494804382,0.7697804570198059,-0.0477994903922081,0.17579606175422668
4,4000,-1.2645940780639648,0.5629675984382629,-0.06459877640008926,0.177512988448143
5,5000,-0.8079479932785034,0.527705192565918,-0.012633761391043663,0.11905847489833832
6,6000,-0.6998881101608276,0.18488407135009766,-0.05678442865610123,0.11478082835674286
7,7000,-0.3508005142211914,0.40383270382881165,-0.009069787338376045,0.06150856241583824
8,8000,-0.277393639087677,0.12195457518100739,-0.014990005642175674,0.04386410862207413
9,9000,-0.14011578261852264,0.08438321948051453,-0.00883064791560173,0.025826459750533104
10,10000,-0.25390538573265076,0.07317832112312317,-0.021306831389665604,0.03902352973818779
11,11000,-0.11380593478679657,0.11561570316553116,-0.004893878474831581,0.02311873808503151
12,12000,-0.0642923042178154,0.08588602393865585,-0.003912401385605335,0.013014359399676323
13,13000,-0.1727198362350464,0.053752996027469635,-0.013257638551294804,0.025627758353948593
14,14000,-0.05136869102716446,0.4275009334087372,0.0059875138103961945,0.03793216869235039
15,15000,-0.09841184318065643,0.09292205423116684,-0.001803568797186017,0.01546622347086668
