epoch,step,min,max,mean,std
1,1000,10.157392501831055,10.157392501831055,10.157392501831055,0.0
2,2000,6.210983753204346,6.210983753204346,6.210983753204346,0.0
3,3000,4.044363975524902,4.044363975524902,4.044363975524902,0.0
4,4000,2.7447710037231445,2.7447710037231445,2.7447710037231445,0.0
5,5000,1.9212229251861572,1.9212229251861572,1.9212229251861572,0.0
6,6000,1.37468683719635,1.37468683719635,1.37468683719635,0.0
7,7000,0.9983934760093689,0.9983934760093689,0.9983934760093689,0.0
8,8000,0.7344520092010498,0.7344520092010498,0.7344520092010498,0.0
9,9000,0.5488798022270203,0.5488798022270203,0.5488798022270203,0.0
10,10000,0.4193515181541443,0.4193515181541443,0.4193515181541443,0.0
11,11000,0.3304445743560791,0.3304445743560791,0.3304445743560791,0.0
12,12000,0.2708824574947357,0.2708824574947357,0.2708824574947357,0.0
13,13000,0.23343142867088318,0.23343142867088318,0.23343142867088318,0.0
14,14000,0.21100939810276031,0.21100939810276031,0.21100939810276031,0.0
15,15000,0.19865071773529053,0.19865071773529053,0.19865071773529053,0.0
